dataset,base,calibration,bin,n_mean,picp_mean,picp_std,mpiw_mean,mpiw_std,crps_mean,disagreement_mean
mercari,sourcewise_stack,binned_weighted_dis,low,3318.4,0.9529957440899672,0.0055014297859493685,2.260690450668335,0.05491755780687154,0.32424290100531045,0.24297174215316772
mercari,sourcewise_stack,binned_weighted_dis,mid,3342.4,0.9576437504270944,0.0015814166156835493,2.3257976531982423,0.021388864468497748,0.32968314905387325,0.7931935310363769
mercari,sourcewise_stack,difficulty_weighted,high,3339.2,0.9400539216664526,0.0035233806024291387,2.4124460220336914,0.03694571424233377,0.35845824708459756,1.8767653226852417
mercari,sourcewise_stack,difficulty_weighted,low,3318.4,0.954504209934712,0.0014290022751684518,2.3216716766357424,0.042000563581697646,0.3262589362900431,0.24297174215316772
mercari,sourcewise_stack,difficulty_weighted,mid,3342.4,0.9538555237609652,0.0016543958647030114,2.3385030746459963,0.03649462972553354,0.32953197855593996,0.7931935310363769
mercari,sourcewise_stack,marginal,high,3339.2,0.9322784578372791,0.001421462268509094,2.327524423599243,0.019975765965909116,0.3581464681846954,1.8767653226852417
mercari,sourcewise_stack,marginal,low,3318.4,0.9581245579371451,0.0017016320455151004,2.3275243759155275,0.019975726966235972,0.32632654080511336,0.24297174215316772
mercari,sourcewise_stack,marginal,mid,3342.4,0.9577038646441067,0.0015716639828526194,2.3275243759155275,0.01997557957372352,0.32973743904465,0.7931935310363769
mercari,sourcewise_stack,mondrian_dis,high,3339.2,0.9469451372530466,0.003038604606343374,2.541540098190308,0.07225743924756389,0.3642523028472024,1.8767653226852417
mercari,sourcewise_stack,mondrian_dis,low,3318.4,0.9498486783651126,0.004788013221057048,2.2246909618377684,0.04111415886846544,0.32312082433654055,0.24297174215316772
mercari,sourcewise_stack,mondrian_dis,mid,3342.4,0.9495738604077696,0.00521838001777706,2.2322390556335447,0.06361851383853152,0.3268898828957296,0.7931935310363769
mercari,sourcewise_stack,weighted_dis,high,3339.2,0.9440303252814302,0.01272552233454422,2.483940839767456,0.17854704818861813,0.3622821013935272,1.8767653226852417
mercari,sourcewise_stack,weighted_dis,low,3318.4,0.9512006905117438,0.0073144098363970836,2.2366575717926027,0.0779118586441111,0.32357792071026364,0.24297174215316772
mercari,sourcewise_stack,weighted_dis,mid,3342.4,0.9542394870704524,0.004768245872309661,2.278141736984253,0.039238528132208655,0.3281243562590056,0.7931935310363769
mercari,xgb_point,binned_weighted_dis,high,3339.2,0.9352131210402346,0.006675374089761182,2.400452136993408,0.06010833307051618,0.3643003271866719,1.8767653226852417
mercari,xgb_point,binned_weighted_dis,low,3318.4,0.9581839388390844,0.004275361451098673,2.2674559116363526,0.07496970644024072,0.32363764903133907,0.24297174215316772
mercari,xgb_point,binned_weighted_dis,mid,3342.4,0.9571015075918388,0.0037260014525918855,2.332369804382324,0.030916360785434076,0.33139230633251526,0.7931935310363769
mercari,xgb_point,difficulty_weighted,high,3339.2,0.9389580232860798,0.0041528303391783206,2.4337305068969726,0.031326252672498334,0.36304232508837525,1.8767653226852417
mercari,xgb_point,difficulty_weighted,low,3318.4,0.9573770947219724,0.004572343497857921,2.337906265258789,0.023142116592605975,0.32573122402441823,0.24297174215316772
mercari,xgb_point,difficulty_weighted,mid,3342.4,0.9568114149855388,0.001332618454429292,2.362700843811035,0.03655582308460157,0.3314090073406021,0.7931935310363769
mercari,xgb_point,marginal,high,3339.2,0.9295748810694878,0.0041435042246757295,2.3317449569702147,0.025999227357657615,0.3626056562460522,1.8767653226852417
mercari,xgb_point,marginal,low,3318.4,0.962151273968215,0.0011873793680716531,2.331744909286499,0.025999213147797788,0.32565011479181216,0.24297174215316772
mercari,xgb_point,marginal,mid,3342.4,0.957284973335916,0.0033999929132204425,2.331744909286499,0.025999193199518978,0.3313750666444145,0.7931935310363769
mercari,xgb_point,mondrian_dis,high,3339.2,0.9464856444976755,0.004361127084718205,2.5537845611572267,0.06692721768196475,0.3686399244101267,1.8767653226852417
mercari,xgb_point,mondrian_dis,low,3318.4,0.9550760086035293,0.004738974121878071,2.2314972400665285,0.047695546077838984,0.3225185776368206,0.24297174215316772
