dataset,seed,regime,method,picp,mpiw,niw,nciw,crps,c_test_cal,q_global,q_pooled_masked,q_regime
pawpularity,3,full,global_full_cal,0.9515885022692889,79.99897766113281,0.8163160985829879,0.8063241036245333,10.457661156598135,0.9877596497535706,39.999481201171875,44.09114456176758,39.999481201171875
pawpularity,3,full,pooled_masked_cal,0.9515885022692889,79.99897766113281,0.8163160985829879,0.8063241036245333,10.457661156598135,0.9877596497535706,39.999481201171875,44.09114456176758,39.999481201171875
pawpularity,3,full,mask_matched_cal,0.9515885022692889,79.99897766113281,0.8163160985829879,0.8063241036245333,10.457661156598135,0.9877596497535706,39.999481201171875,44.09114456176758,39.999481201171875
pawpularity,3,no_image,global_full_cal,0.9334341906202723,79.99897766113281,0.8163160985829879,0.940635688367458,11.599922022295837,1.1522934436798096,39.999481201171875,44.09114456176758,44.09114456176758
pawpularity,3,no_image,pooled_masked_cal,0.9485627836611196,88.18228912353516,0.8998192767707669,0.9406355877299389,11.901839454331212,1.0453605651855469,39.999481201171875,44.09114456176758,44.09114456176758
pawpularity,3,no_image,mask_matched_cal,0.9485627836611196,88.18228912353516,0.8998192767707669,0.9406355877299389,11.901839454331212,1.0453605651855469,39.999481201171875,44.09114456176758,44.09114456176758
pawpularity,3,tab_only,global_full_cal,0.9334341906202723,79.99897766113281,0.8163160985829879,0.940635688367458,11.599922022295837,1.1522934436798096,39.999481201171875,44.09114456176758,44.09114456176758
pawpularity,3,tab_only,pooled_masked_cal,0.9485627836611196,88.18228912353516,0.8998192767707669,0.9406355877299389,11.901839454331212,1.0453605651855469,39.999481201171875,44.09114456176758,44.09114456176758
pawpularity,3,tab_only,mask_matched_cal,0.9485627836611196,88.18228912353516,0.8998192767707669,0.9406355877299389,11.901839454331212,1.0453605651855469,39.999481201171875,44.09114456176758,44.09114456176758
pawpularity,4,full,global_full_cal,0.9581442259203228,82.77167510986328,0.8446089296924825,0.7972665329611934,10.578134791543828,0.9439475536346436,41.38583755493164,44.52888107299805,41.38583755493164
